Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
02F	1.33163595	0.145	0.853	0.002	W153R	52	.	177	4	85	45	50	.	.	.	.	1.1	19.82	10.16	60.05	5.9	8.8	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	50	.	308	11	40	125	65	95	728	7	17	3.54	27.798	19.812	126.582	23.26	124.98	5.5	.	25.25	1	1.25	52.5	15	.	.	.	.	0.741666667	2.886666668	2.440833333	27.91833333	5	27.025
02F	1.23053983	0.153	0.845	0.002	W182B	50	.	248.8	8	56	90	51	80.2	561	7.36	13	2.08	21	12.726	84.756	7.56	31.94	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	52	.	390	8	45	150	57.5	90	731	7.35	17	3.02	29.386	19.734	143.48	27.54	140.74	6.5	.	10.65	1	13.25	30	14.5	4.15	96.75	0.92	1.25	0.251666667	2.296666668	1.157833333	15.56533333	4.17	15.455
02F	1.23053983	0.063	0.931	0.006	W22	56	.	316.5	8.25	50	92.5	52.5	82.25	658.25	8.8	13	2.4	23.695	11.835	99.46	6.95	35.575	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	345	10.33333333	30	142.5	55	104	871	8.7	21	3.16	30.276	21.128	160.786	31.22	124.7	3.5	.	44.5	1.125	16.25	28.75	13.75	3.125	48.125	0.2	1.25	0.091666667	0.949166667	1.603333333	8.213333325	4.475	13.6375
02F	1.68527599	0.005	0.993	0.002	W401	49	.	215.25	4.75	41.25	97.5	51.25	82.25	601.5	10.5	14	2.075	21.2775	13.125	91.1025	8.5	41.1	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	48	.	344	11	55	150	60	104.5	778	10.05	21	3.32	27.036	19.468	163.31	26.8	131.5	7	.	6.125	0.625	20.625	26.25	14.375	3.125	76.5	0.65	0.75	0.254166667	2.157916668	0.958333333	12.39208333	3.7	10.875
02F	1.58696506	0.001	0.998	0.001	W64A	55	.	324	6.6	33	116	47	88.4	663	9.66	14.66666667	2.34	21.84	14.592	93.57	7.14	43.96	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	54	.	343.3333333	11	43.33333333	153.3333333	55	118.3333333	805	8.066666667	24	3.26	29.598	21.534	159.904	31.92	146.48	4	.	48.25	0.3	24.75	17	16.5	0.05	45.75	0.23	0.416666665	0.121666667	1.876666668	0.224833333	11.15833333	4.38	9.445
02F	1.39759392	0.014	0.97	0.016	WD	48	.	328	5.333333333	36.66666667	86.66666667	45	73.5	540.6666667	6.666666667	10	1.75	18.03	13.34	97.435	6.5	25.15	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	50	.	423	9	45	125	55	87.66666667	732.3333333	6.3	15	3.44	25.762	19.27	142.584	20.16	106.02	7.5	.	50.25	0.333333334	22.91666667	31.66666667	17.5	7.5	106.9166667	1.266666667	2.75	0.416666667	3.781666668	0.850833333	9.225833325	4.7	18.85
02F	1.35314215	0.005	0.994	0.001	Wf9	59	.	314.25	9	47.5	120	40	105.5	697	7.775	17	2.275	21.02	13.1675	81.8675	6.375	31.65	63	.	227.5	6	82.5	150	80	88.5	754.5	9.2	15.5	2.583333334	25.59333334	15.04166667	115.8866667	15.9	62.85	51	.	397.5	8	70	157.5	62.5	113.5	838	.	24.5	4.2	29.295	24.405	173.435	34.05	177.45	2	.	43.375	1.5	17.5	15	20	8.5	28.75	.	0.75	0.154166667	2.286666668	0.937083333	17.00958333	4.7625	15.6
03M	1.39759392	0.014	0.972	0.014	33-16	79	.	.	.	.	162	75	96.6	631.6	.	.	1.6	22.98	9.065	99.655	10.7	21.1	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	134.96	.	.	.	251	65	93	899.4	.	.	1.78	28.472	17.688	184.496	32.78	134.98	2.725	.	.	.	.	5.35	2.35	4.27	76.805	.	.	0.085	0.680065789	2.535671053	9.988618421	1.223684211	11.12697368
03M	1.73649679	0.003	0.993	0.004	38-11	80	41.775	.	.	.	139	56	78.4	764.6	.	.	2.175	19.575	10.4875	108.4575	11.625	36.65	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	122.94	.	.	.	247	65	104	983.2	.	.	1.94	26.92	17.066	179.188	23.46	122.94	3.225	0.907105263	.	.	.	16.85	11.85	4.83	10.305	.	.	0.2025	2.382565789	1.824421053	5.587368421	0.761184211	3.351973684
03M	1.58696506	0.071	0.917	0.012	4226	68	39.56666667	.	.	.	155	30	89	662.6	.	.	1.6	20.09833333	12.28666667	119.4283333	11.11666667	39.56666667	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	144.12	.	.	.	267	52	106.4	971.8	.	.	2.22	26.37	14.456	174.584	30.34	144.16	2.775	2.011271928	.	.	.	8.85	24.85	0.47	61.305	.	.	0.085	2.120899124	0.924837718	0.101951771	1.015350876	1.893640349
03M	1.84957904	0.035	0.854	0.111	4722	80	19.55	.	.	.	130	67	96.4	677	.	.	1.05	19.6425	7.48	115.815	10.525	19.55	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	120.5	.	.	.	234	58	97	877	.	.	2.14	24.68	13.352	184.71	27.94	120.46	3.225	12.01960526	.	.	.	21.35	6.35	4.17	54.105	.	.	0.36	2.348815789	3.328171053	1.908618421	1.311184211	11.90197368
03M	1.28996325	0.189	0.785	0.026	796	75	90.03333333	.	.	.	134	43	103.4	714.4	.	.	2.833333333	21.77333333	19.89666667	124.6366667	16.23333333	90.06666667	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	64	176.24	.	.	.	236	68	103	923.2	.	.	3.08	25.828	20.56	179.716	27.94	177.2	0.725	23.2220614	.	.	.	19.35	18.35	7.67	35.405	.	.	0.531666667	1.283399124	2.880162282	2.502214929	1.542982454	23.35635965
03M	1.59826461	0	0	0	81-1	85	.	.	.	.	143	62	79.6	834.8	.	.	2	14.345	5.235	77.675	3.75	3.1	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	97.175	.	.	.	245	76	104.6	1053.6	.	.	2.275	26.18	16.7375	148.1925	18.425	97.2	5.725	.	.	.	.	14.85	8.85	4.23	24.795	.	.	0.115	4.997565789	4.450671053	20.97861842	4.698684211	20.12697368
03M	1.10424611	0.762	0.017	0.221	A214N	87	.	.	.	.	159	88	93.6	691.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	179.62	.	.	.	228	64	108	872.2	.	.	3.18	23.786	21.412	199.172	27.6	177.64	6.725	.	.	.	.	6.85	4.15	2.77	46.805	.	.	.	.	.	.	.	.
03M	1.92368701	0.005	0.531	0.464	A441-5	75	30.3	.	.	.	106	59	109.6	736.4	.	.	2.62	21.252	13.4	88.596	10.44	30.32	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	131.88	.	.	.	250	60	114	996.2	.	.	2.64	26.182	19.98	180.318	27.86	149.94	0.725	6.644605263	.	.	.	33.35	10.35	10.77	24.405	.	.	0.425	1.544065789	0.368171053	15.51811842	1.353684211	6.516973684
03M	1.26976054	0.019	0.979	0.002	A554	63	36.9	.	.	.	137	47	92.6	645.6	.	.	1.52	21.422	13.214	101.506	10.5	31.26	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	60	134.52	.	.	.	209	54	99.4	826.2	.	.	2.72	26.166	18.096	176.08	31	134.48	5.275	3.344605263	.	.	.	17.85	16.35	2.27	69.805	.	.	0.125	1.459065789	0.461171053	9.063118421	1.323684211	6.046973684
03M	1.33163595	0.004	0.994	0.002	A556	64	.	.	.	.	93	41	84.8	576.2	.	.	3.15	21.71	13.96	103.75	13.75	42.25	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	63	118.16	.	.	.	207	61	97.6	820.2	.	.	2.26	25.572	18.722	166.542	24.62	118.06	4.775	.	.	.	.	39.85	19.35	1.63	104.505	.	.	0.69	1.315065789	0.088171053	7.941118421	0.301315789	0.551973684
03M	1.70181123	0.003	0.03	0.967	A6	90	.	.	.	.	170	73.75	86	809.8	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	75	88.975	.	.	.	258	70	105.6	942.8	.	.	3.5	28.185	16.5875	153.8325	22.2	89.05	8.225	.	.	.	.	1.35	2.975	1.03	12.295	.	.	.	.	.	.	.	.
03M	1.59826461	0.009	0.99	0.001	A619	66	32.58	.	.	.	145	61	101	616	.	.	2	27.77	12.898	137.924	16.24	31.28	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	64	137.84	.	.	.	242	56	100.8	921.6	.	.	2.64	29.792	17.754	164.996	25.7	137.92	3.775	5.504605263	.	.	.	13.85	9.35	6.47	84.605	.	.	0.115	1.714934211	0.619171053	9.145881579	1.546315789	6.036973684
03M	0.85299588	0.993	0.004	0.003	A632	69	.	.	.	.	136	.	66.6	690	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	104.46	.	.	.	232	42	86.2	940.6	.	.	2.18	23.156	17.278	168.636	21.18	104.46	2.275	.	.	.	.	18.35	.	10.73	47.605	.	.	.	.	.	.	.	.
03M	0.82667857	0.897	0.1	0.003	A634	69	39.84	.	.	.	155	25	73.8	725.4	.	.	1.86	23.738	12.212	138.086	15.36	39.62	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	118.26	.	.	.	222	57	91	888.6	.	.	2.54	26.162	17.088	170.478	25.6	118.18	2.275	1.874605263	.	.	.	8.85	27.35	7.13	29.905	.	.	0.045	0.301065789	0.962171053	9.226881579	1.106315789	1.866973684
03M	0.85299588	0.825	0.171	0.004	A635	68	33.7	.	.	.	119	0	79	701.4	.	.	1.56	18.25	15.508	127.176	8.38	33.64	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	64	121.24	.	.	.	210	61	100	892.4	.	.	2.42	27.108	16.338	162.992	24.28	121.46	2.775	4.944605263	.	.	.	26.85	39.85	4.53	41.905	.	.	0.105	3.045065789	0.685828947	3.771881579	2.383684211	4.856973684
03M	1.02290047	0.517	0.481	0.002	A641	63	38.34	.	.	.	136	46	86.4	652.4	.	.	2.28	21.866	10.302	128.758	11.18	27.92	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	61	107	.	.	.	208	72	99.4	885.4	.	.	2.08	27.23	15.68	170.144	22.36	107.1	5.275	2.624605263	.	.	.	18.35	16.85	0.83	66.405	.	.	0.255	1.237065789	1.917171053	4.562881579	0.983684211	7.716973684
03M	1.23053983	0.083	0.915	0.002	A654	62	.	.	.	.	96	64	75.8	553.8	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	60	138.92	.	.	.	183	58	106.6	818.4	.	.	2.86	27.52	17.558	172.436	30.26	138.94	5.775	.	.	.	.	38.35	7.85	6.13	115.705	.	.	.	.	.	.	.	.
03M	1.68527599	0.006	0.991	0.003	A659	69	38.42	.	.	.	153	48	85.6	835	.	.	2.68	27.46	13.038	117.736	20.36	38.24	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	63	174.36	.	.	.	249	65	106.2	962	.	.	2.76	29.024	19.878	183.332	33.3	174.34	2.275	2.584605263	.	.	.	9.85	15.85	1.23	24.895	.	.	0.455	1.559934211	0.549171053	0.948118421	3.606315789	2.556973684
03M	1.44411393	0.111	0.852	0.037	A661	61	27.26	.	.	.	140	42	93.6	605.8	.	.	1.82	21.62	13.83	112.802	14.92	26.26	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	63	109.84	.	.	.	236	59	105.4	835	.	.	1.68	27.366	16.252	161.206	25.98	109.74	6.275	8.164605263	.	.	.	16.35	18.85	2.77	89.705	.	.	0.025	1.360065789	0.153171053	3.415118421	0.886315789	8.546973684
03M	0.41109893	0.862	0.127	0.011	A679	69	51.84	.	.	.	159	78	92.8	724.6	.	.	1.46	25.01	14.416	121.02	14.48	51.86	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	67.06	.	.	.	209	81	89	869.8	.	.	1.62	26.492	14.14	135.792	15.68	67.06	2.275	4.125394737	.	.	.	6.85	0.85	2.37	30.305	.	.	0.155	0.334934211	0.139828947	0.693881579	0.666315789	4.253026316
03M	0.16450371	0.993	0.004	0.003	A680	71	52.44	.	.	.	161	87	90.6	761	.	.	1.56	22.72	14.544	132.702	14.82	51.68	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	83.64	.	.	.	205	83	93.6	890.2	.	.	1.66	24.72	15.754	143.23	18.62	82.62	1.275	4.425394737	.	.	.	5.85	3.65	1.27	12.105	.	.	0.105	0.810065789	0.203828947	6.534881579	0.836315789	4.163026316
03M	1.92368701	0.002	0.997	0.001	A682	78	.	.	.	.	135	10	72	579	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	63	153.28	.	.	.	245	62	115.8	865.2	.	.	2.6	26.002	17.29	198.848	30.62	154.4	2.225	.	.	.	.	18.85	34.85	8.03	103.105	.	.	.	.	.	.	.	.
03M	1.88594668	0.002	0.776	0.222	Ab28A	87	.	.	.	.	120	74	100.6	659	.	.	2.6	18.77	11.41	73.99	7.3	5.7	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	101.82	.	.	.	252	68	117	1017.6	.	.	2.44	26.38	17.536	158.348	19.84	101.64	6.725	.	.	.	.	26.35	2.85	6.27	63.105	.	.	0.415	2.785065789	1.363171053	22.82111842	2.923684211	18.82697368
03M	1.12134054	0.429	0.57	0.001	B10	76	21.73333333	.	.	.	141	36	97.8	756.6	.	.	2.166666667	18.21	13.50666667	114.3033333	10.26666667	21.6	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	105.08	.	.	.	227	66	103.4	924	.	.	1.96	29.642	15.964	171.64	33.46	105.16	1.225	10.9279386	.	.	.	15.85	21.85	4.87	14.305	.	.	0.198333334	3.065065789	0.314837718	2.664451771	1.440350876	10.87697368
03M	0.5866637	0.694	0.305	0.001	B104	75	49.66	.	.	.	119	59	86.6	701	.	.	2.46	23.934	13.792	103.234	17.04	47.82	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	135.84	.	.	.	201	76	107.8	847	.	.	3	30.7025	18.26	175.8425	41.025	169.825	0.725	3.035394737	.	.	.	26.85	10.35	0.73	42.105	.	.	0.345	0.203065789	0.172171053	8.199118421	1.946315789	2.233026316
03M	1.12134054	0.397	0.566	0.037	B105	77	44.76	.	.	.	139	74	93.2	773.8	.	.	2.34	20.662	15.116	142.364	13.46	41.7	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	174.8	.	.	.	185	78.75	116	905.25	.	.	3.225	28.0225	19.2	191.4625	35.65	174.9	1.725	0.585394737	.	.	.	16.85	2.85	2.57	5.705	.	.	0.285	1.839065789	0.489828947	11.36588158	0.156315789	0.826973684
03M	0.24730962	0.995	0.003	0.002	B109	72	50.26	.	.	.	149	73	95.4	690	.	.	1.94	22.178	15.496	120.782	12.08	46.86	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	65.18	.	.	.	196	79	99.6	831.8	.	.	1.72	25.398	13.656	129.702	13.94	65.06	0.775	3.335394737	.	.	.	11.85	3.35	3.67	47.605	.	.	0.085	1.081065789	0.679828947	0.574881579	0.533684211	1.753026316
03M	1.57086564	0.061	0.847	0.092	B115	72	.	.	.	.	156	39	110	663.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	167	.	.	.	251	62	108.6	889	.	.	2.8	24.968	20.992	185.916	26.44	168.02	0.775	.	.	.	.	8.35	20.35	10.97	60.805	.	.	.	.	.	.	.	.
03M	0.7873344	0.998	0.001	0.001	B14A	74	28.33333333	.	.	.	156	.	90.4	783.2	.	.	2.033333333	18.09333333	14.06666667	126.7466667	8.8	28.23333333	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	107.8	.	.	.	221	66	109.2	956	.	.	2.14	25.386	15.272	166.408	23.12	107.84	0.225	7.627938598	.	.	.	8.35	.	1.17	1.005	.	.	0.131666667	3.123399124	0.034837718	3.557214929	2.173684211	7.560307019
03M	1.23053983	0.233	0.756	0.011	B164	69	58.86	.	.	.	154	54	78.4	725	.	.	2.04	19.152	16.986	138.282	12.64	58.22	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	65	143.02	.	.	.	227	63	90.8	933.6	.	.	2.4	24.474	19.25	183.686	24.24	142.98	2.275	7.635394737	.	.	.	9.35	12.85	4.83	30.105	.	.	0.135	2.594065789	1.424828947	9.324881579	0.253684211	7.433026316
03M	1.68527599	0.007	0.988	0.005	B2	74	24.4	.	.	.	138	54	82.8	737	.	.	2.55	22.0875	12.8775	128.445	20.525	23.375	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	65	160.48	.	.	.	239	68	98.6	950.2	.	.	2.72	26.686	22.136	169.284	35.78	160.58	0.225	9.594605263	.	.	.	17.35	12.85	2.63	24.105	.	.	0.39	1.126315789	0.629421053	4.406381579	3.688815789	9.989473684
03M	0.98082925	0.997	0.002	0.001	B37	74	28.7	.	.	.	144	64	87.2	655	.	.	2.34	21.098	11.326	109.146	11.78	28.68	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	141.6	.	.	.	226	72	103.8	852.6	.	.	2.54	27.26	18.502	172.27	31.52	141.36	0.225	7.444605263	.	.	.	14.35	7.85	0.43	65.105	.	.	0.285	1.621065789	1.405171053	5.243118421	0.683684211	7.336973684
03M	1.1927995	0.214	0.784	0.002	B46	75	53.04	.	.	.	131	56	97.6	707.2	.	.	2.68	21.246	14.578	143.944	16.32	52.54	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	67	85.68	.	.	.	216	56	105	895	.	.	1.64	26.532	14.992	161.676	20.46	85.78	0.725	4.725394737	.	.	.	20.85	11.85	4.77	39.005	.	.	0.455	1.547065789	0.220828947	12.15588158	1.586315789	4.593026316
03M	1.35314215	0.002	0.996	0.002	B57	71	82.12	.	.	.	118	55	93.4	706.6	.	.	2.86	30.038	14.872	138.26	31.38	86.94	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	67	105.26	.	.	.	222	70	99	899.4	.	.	3.4	29.7	16.196	156.446	20.14	105.24	1.275	19.26539474	.	.	.	27.35	12.35	2.67	39.305	.	.	0.545	2.848934211	0.367828947	9.313881579	9.116315789	21.79302632
03M	0.86859586	0.988	0.002	0.01	B64	78	.	.	.	.	127	58	76.2	834	.	.	1.8	14.975	14.485	101.47	6.25	10.95	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	110.6	.	.	.	217	71	94	974	.	.	2.38	26.012	15.056	176.62	27.2	110.48	2.225	.	.	.	.	22.85	10.85	5.93	24.395	.	.	0.015	4.682565789	0.174328947	9.081118421	3.448684211	16.20197368
03M	0.82507472	0.998	0.001	0.001	B68	80	.	.	.	.	135	20	80.6	796.2	.	.	1.8	20.18	8.79	117.98	11.7	8.4	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	82.72	.	.	.	217	47	98.8	978.6	.	.	1.88	23.758	17.186	163.696	18.08	82.82	3.225	.	.	.	.	18.85	29.85	3.73	5.495	.	.	0.015	2.080065789	2.673171053	0.826118421	0.723684211	17.47697368
03M	0.02849196	0.999	0.001	1.10E-16	B73Htrhm	72	33.02	.	.	.	159	76	91	748.8	.	.	1.96	26.988	10.962	118.706	16.2	33.04	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	68.96	.	.	.	196	80	95	803.4	.	.	1.74	28.454	14.148	130.038	16.44	69	0.775	5.284605263	.	.	.	6.85	1.85	1.47	18.205	.	.	0.095	1.323934211	1.587171053	0.463118421	1.526315789	5.156973684
03M	1.42058343	0.005	0.993	0.002	B75	74	68.775	.	.	.	157	54	104	689.4	.	.	2.75	23.7625	13.97	140.12	19.225	68.825	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	65	127.36	.	.	.	234	65	107	957.6	.	.	2.12	27.156	17.302	169.962	24.96	127.18	0.225	12.59289474	.	.	.	7.85	12.85	7.97	47.905	.	.	0.49	0.288815789	0.083171053	10.24388158	3.038815789	12.73552632
03M	1.12134054	0.912	0.087	0.001	B76	71	66.8	.	.	.	150	56	98	643	.	.	3.06	24.472	16.592	147.604	21.26	66.74	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	102.9	.	.	.	219	66	101.2	827	.	.	2.5	27.214	16.658	153.262	22.58	89.64	1.275	11.60539474	.	.	.	11.35	11.85	4.97	71.105	.	.	0.645	0.065934211	1.227828947	13.98588158	4.056315789	11.69302632
03M	1.46821148	0.083	0.915	0.002	B77	74	67.34	.	.	.	164	58	105	701.4	.	.	1.74	21.604	11.592	145.552	8.72	47.56	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	67	137.36	.	.	.	251	55	109.8	982.4	.	.	1.88	26.364	17.79	172.638	22.96	137.42	0.225	11.87539474	.	.	.	4.35	10.85	8.47	41.905	.	.	0.015	1.368065789	1.272171053	12.95988158	2.213684211	2.103026316
03M	1.12134054	0.305	0.693	0.002	B79	77	33.725	.	.	.	124	67	102.4	703.8	.	.	2.8	23.4475	15.0425	104.72	14.35	33.45	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	119.22	.	.	.	227	73	106	920	.	.	2.22	28.21	16.316	151.154	23.64	119.42	1.725	4.932105263	.	.	.	24.35	6.35	7.17	40.705	.	.	0.515	0.446315789	0.453078947	7.456118421	0.601315789	4.951973684
03M	0.60707257	0.996	0.003	0.001	B84	74	35.78	.	.	.	131	74	75.2	706.2	.	.	2.5	21.882	12.836	107.766	13.12	35.72	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	82.9	.	.	.	211	76	97	918	.	.	1.9	25.286	15.992	143.738	18.44	82.82	0.225	3.904605263	.	.	.	20.85	2.85	6.43	39.505	.	.	0.365	1.229065789	0.650171053	5.933118421	0.013684211	3.816973684
03M	1.5182219	0.016	0.981	0.003	B97	72	50.3	.	.	.	150	48	104.8	599	.	.	2.82	20.484	15.054	126.42	13.8	50.26	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	64	165.08	.	.	.	241	62	115.8	896.4	.	.	2.76	26.484	19.67	187.934	31.58	167.2	0.775	3.355394737	.	.	.	11.35	15.85	8.37	93.105	.	.	0.525	1.928065789	0.458828947	3.393881579	0.326315789	3.453026316
