Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
03W	1.84957904	0.001	0.002	0.997	Ki43	89	.	.	.	.	156	.	97.6	1009.6	.	.	1.35	21.3	9.22	110.64	9.75	10.9	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	309	.	103.8	1026	.	.	2.6	27.678	19.67	164.542	27.12	108.3	7.75	.	.	.	.	29.025	.	0.475	69.035	.	.	0.525175439	2.945122807	4.055969298	4.914561403	4.673815789	36.46885965
03W	1.84957904	0.029	0.048	0.923	Ki44	87	.	.	.	.	165	.	117.6	862.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	281	.	117.8	1021.2	.	.	2.38	30.69	17.006	192.814	44.16	164.16	6.75	.	.	.	.	24.525	.	10.475	4.565	.	.	.	.	.	.	.	.
03W	1.70474809	0.008	0.859	0.133	KY21	82	.	.	.	.	188	.	104	883.8	.	.	2.68	22.76	15.358	110.166	18.44	23.64	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	301	.	93.6	970.4	.	.	3.06	29.402	21.83	162.762	39.2	190.1	4.25	.	.	.	.	13.025	.	3.675	6.135	.	.	0.139824561	2.215122807	0.986969298	5.151561403	0.328815789	30.09885965
03W	2.40919483	0.011	0.732	0.257	Ky226	78	.	.	.	.	197	.	86.6	899.6	.	.	2.375	25.3875	12.3525	127.565	27.675	47.375	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	290	.	92	1034.8	.	.	2.72	29.37	19.748	175.742	34.94	179.72	2.25	.	.	.	.	8.525	.	5.025	14.035	.	.	0.012675439	0.901372807	2.489719298	3.547938597	4.288684211	18.23135965
03W	1.4929041	0.134	0.709	0.157	Ky228	78	.	.	.	.	187	.	104.8	859.2	.	.	2.12	21.708	13.234	141.858	19.8	37.24	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	292	.	95.4	949.4	.	.	2.75	25.155	19.77	170.6375	25.325	163.425	2.25	.	.	.	.	13.525	.	4.075	6.165	.	.	0.140175439	2.741122807	2.048969298	10.6944386	0.351184211	23.29885965
03W	1.81448772	0.001	0.99	0.009	L317	76	.	.	.	.	211	.	110.8	695.6	.	.	2.025	22.35	12.0575	146.53	21.7	37.05	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	289	.	108.6	912.8	.	.	3.02	27.576	20.32	199.782	40.84	210.46	1.25	.	.	.	.	1.525	.	7.075	87.965	.	.	0.187675439	2.420122807	2.637219298	13.0304386	1.301184211	23.39385965
03W	1.78058617	0.007	0.297	0.696	L578	84	.	.	.	.	242	.	97.6	986.8	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	319	.	100	925	.	.	2.6	26.946	21.854	168.81	27.32	163.42	5.25	.	.	.	.	13.975	.	0.475	57.635	.	.	.	.	.	.	.	.
03W	1.37512106	0.012	0.849	0.139	M14	72	.	.	.	.	156	.	96.6	696.2	.	.	2.12	23.378	13.564	145.336	16.58	73.66	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	257	.	114.2	927.8	.	.	2.88	27.222	21.07	178.586	31.18	192.1	0.75	.	.	.	.	29.025	.	0.025	87.665	.	.	0.140175439	1.906122807	1.883969298	12.4334386	1.258815789	5.088859649
03W	1.68527599	0.002	0.996	0.002	M162W	87	.	.	.	.	171	.	100	684.2	.	.	2.54	18.368	12.67	79.844	7.58	14.4	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	310	.	111	870.2	.	.	2.72	26.084	21.302	161.398	23.58	152.14	6.75	.	.	.	.	21.525	.	1.675	93.665	.	.	0.069824561	4.411122807	2.330969298	20.3125614	5.758815789	34.71885965
03W	2.02356108	0.012	0.404	0.584	M37W	82	.	.	.	.	194	.	114.4	912.6	.	.	2.033333333	21.79666667	6.393333333	83.91333333	9	13.86666667	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	298	.	115.6	1000.4	.	.	2.84	27.68	20.204	173.848	32.06	172.56	4.25	.	.	.	.	10.025	.	8.875	20.535	.	.	0.183508772	2.696789472	5.469302632	18.27789474	5.048815789	34.98552631
03W	1.88594668	0.007	0.854	0.139	MEF156-55-2	62	.	.	.	.	155	.	.	.	.	.	1.9	16.4775	11.8975	72.795	4.65	19.85	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	61	.	.	.	.	239	.	103.2	938.8	.	.	3.26	24.688	22.118	169.12	22.38	185.5	5.75	.	.	.	.	29.525	.	.	.	.	.	0.250175439	5.356372807	2.717219298	23.8370614	7.223815789	31.99385965
03W	2.29141179	0.001	0.998	0.001	MO17	72	.	.	.	.	179	.	105.6	751.8	.	.	2.96	19.21	15.348	162.382	16.2	63.24	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	268	.	113.8	952.6	.	.	3.64	26.186	22.098	198.012	33.8	222.16	0.75	.	.	.	.	17.525	.	4.475	59.865	.	.	0.279824561	3.990122807	0.991969298	20.9564386	1.448815789	10.29885965
03W	2.00372972	0.011	0.307	0.682	Mo18W	87	.	.	.	.	.	.	90	1033.4	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	296	.	110	1055.4	.	.	2.64	29.39	18.566	160.532	29.28	169.42	6.75	.	.	.	.	.	.	3.325	80.935	.	.	.	.	.	.	.	.
03W	1.68527599	0.004	0.828	0.168	Mo1W	76	.	.	.	.	165	.	122.4	663.4	.	.	2.25	23.9175	17.585	111.9575	15.5	62.05	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	65	.	.	.	.	256	.	121.6	927.2	.	.	2.88	30.496	23.004	171.36	30.82	192.4	1.25	.	.	.	.	24.525	.	12.875	104.065	.	.	0.075175439	1.636372807	0.126530702	4.255811403	1.798815789	10.89385965
03W	1.54419739	0.108	0.727	0.165	MO24W	78	.	.	.	.	217	.	83.2	1053.6	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	299	.	116.4	981.8	.	.	2.75	32.11	16.95	193.8675	56.05	231.975	2.25	.	.	.	.	1.475	.	6.725	91.035	.	.	.	.	.	.	.	.
03W	1.37512106	0.002	0.996	0.002	Mo44	72	.	.	.	.	197	.	81.4	901.8	.	.	2.62	24.83	15.69	154.222	29.38	70.24	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	276	.	99.2	1026.6	.	.	13.6	27.044	19.054	172.22	29.56	169.86	0.75	.	.	.	.	8.525	.	7.625	15.135	.	.	0.109824561	1.180122807	0.820969298	16.8764386	5.141184211	6.798859649
03W	1.65542303	0.252	0.516	0.232	Mo45	76	.	.	.	.	223	.	104.2	1007.6	.	.	1.88	21.734	14.484	137.92	18.5	57.02	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	282	.	111.4	1015.6	.	.	3	26.7675	20.3875	192.065	32.525	190.5	1.25	.	.	.	.	4.475	.	3.775	68.035	.	.	0.260175439	2.728122807	1.423969298	8.725438597	0.298815789	13.40885965
03W	1.57086564	0.152	0.838	0.01	Mo46	72	.	.	.	.	216	.	97.8	860	.	.	2.94	25.336	15.402	119.258	21.32	44.28	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	281	.	111.4	1013.4	.	.	3.633333333	28.06	22.42333333	186.17	42.66666667	218.3666667	0.75	.	.	.	.	0.975	.	0.575	5.765	.	.	0.269824561	0.927122807	0.964969298	0.605561403	1.111184211	19.77885965
03W	1.62643549	0.002	0.996	0.002	MoG	76	.	.	.	.	214	.	126	873.8	.	.	2.52	26.688	12.844	104.174	20.6	40.34	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	65	.	.	.	.	293	.	131.4	1001.8	.	.	2.48	30.364	20.104	148.452	27.72	148.98	1.25	.	.	.	.	0.025	.	14.675	1.135	.	.	0.059824561	0.251122807	2.243969298	8.147561403	0.751184211	21.74885965
03W	1.54419739	0.102	0.641	0.257	Mp339	82	.	.	.	.	179	.	117.8	644.4	.	.	2.466666667	23.53666667	10.17666667	110.1366667	15.03333333	5.566666667	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	312	.	120	960.6	.	.	3.52	26.82	23.104	173.496	30.88	185.28	4.25	.	.	.	.	17.525	.	10.575	113.565	.	.	0.033157895	1.826789472	3.577635963	5.166228053	2.032149124	39.13552632
03W	1.78058617	0.002	0.884	0.114	MS1334	62	.	.	.	.	175	.	.	.	.	.	1.68	20.162	12.206	133.666	14.58	27.36	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	61	.	.	.	.	242	.	99	1014.4	.	.	2.833333333	26.68	18.58666667	182.3533333	31.13333333	152.6	5.75	.	.	.	.	19.525	.	.	.	.	.	0.360175439	3.514122807	2.562969298	6.598438597	2.258815789	28.23885965
03W	1.39759392	0.063	0.865	0.072	MS153	68	.	.	.	.	167	.	102.6	623.4	.	.	3.52	26.356	17.166	123.058	18.12	85.92	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	58	.	.	.	.	271	.	116.8	924.2	.	.	2.9	27.508	22.022	166.314	24.46	170.74	2.75	.	.	.	.	23.525	.	2.975	124.065	.	.	0.559824561	0.417122807	0.082969298	1.294438597	0.488815789	1.041140351
03W	1.5182219	0.002	0.997	0.001	MS71	70	.	.	.	.	148	.	81.6	808.4	.	.	2.525	24.045	11.525	140.52	21.525	56.175	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	66	.	.	.	.	251	.	106.2	936.4	.	.	3.12	26.39	21.732	174.138	32.92	186.62	1.75	.	.	.	.	33.025	.	7.525	31.565	.	.	0.062324561	1.572622807	2.903469298	10.0254386	1.213684211	13.83135965
03W	1.44548323	0.004	0.765	0.231	Mt42	57	.	.	.	.	126	.	.	.	.	.	1.3	19.41	10.6975	123.0225	8.075	35.45	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	59	.	.	.	.	225	.	110.6	801.2	.	.	2.16	30.6	18.728	178.052	27.9	170.58	8.25	.	.	.	.	44.025	.	.	.	.	.	0.550175439	3.890122807	3.317219298	1.276688597	5.511315789	24.19385965
03W	0.37776251	0.998	0.001	0.001	N192	68	.	.	.	.	142	.	92.2	736.4	.	.	2.68	25.44	12.082	125.072	17.66	57.2	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	233	.	97	921.6	.	.	2.28	25.552	15.464	130.578	15.8	91.68	2.75	.	.	.	.	36.025	.	2.225	67.565	.	.	0.139824561	0.875122807	2.624969298	2.301438597	0.718815789	13.31885965
03W	1.02290047	0.551	0.447	0.002	N28HT	76	.	.	.	.	185	.	103.4	775.6	.	.	1.82	24.56	14.712	99.772	13.64	36.98	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	262	.	116.4	921	.	.	2.34	28.918	19.106	146.704	23.5	144.68	1.25	.	.	.	.	14.525	.	3.375	47.965	.	.	0.290175439	1.315122807	1.309969298	10.3485614	2.728815789	23.42885965
03W	1.71604765	0.017	0.98	0.003	N6	72	.	.	.	.	161	.	78.8	842.6	.	.	2.6	26.712	15.262	147.32	25.1	77.6	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	64	.	.	.	.	253	.	110.6	886.8	.	.	2.92	28.316	21.79	174.114	32.96	210.54	0.75	.	.	.	.	26.525	.	8.925	14.465	.	.	0.099824561	0.239122807	1.034969298	13.4254386	3.001184211	3.118859649
03W	1.02290047	0.494	0.503	0.003	N7A	72	.	.	.	.	163	.	89	818.6	.	.	3.02	23.778	18.384	141.862	26.18	94.58	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	253	.	110.2	976.8	.	.	2.9	26.354	22.734	131.458	22.22	141.34	0.75	.	.	.	.	25.525	.	3.825	26.465	.	.	0.309824561	1.706122807	0.526030702	10.6964386	3.541184211	5.371140351
03W	1.39759392	0.004	0.874	0.122	NC222	86	.	.	.	.	181	.	96.4	891.2	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	283	.	113.2	1004.8	.	.	2.3	28.91	20.966	156.45	32.56	163.8	6.25	.	.	.	.	16.525	.	0.125	9.835	.	.	.	.	.	.	.	.
03W	1.4929041	0.004	0.994	0.002	NC230	80	.	.	.	.	151	.	120	715.8	.	.	2.54	25.692	12.206	115.5025	15.8	68.4	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	258	.	127.2	955	.	.	2.92	32.03	21.32	151.118	26.52	171.72	3.25	.	.	.	.	31.525	.	11.675	77.865	.	.	0.069824561	0.749122807	2.562969298	2.483311403	1.648815789	7.718859649
03W	1.65542303	0.068	0.839	0.093	NC232	80	.	.	.	.	154	.	118.2	803.8	.	.	2.34	29.81	13.49	122.932	21.62	34.42	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	281	.	119.8	970	.	.	2.68	29.1	21.728	155.234	29.4	172.44	3.25	.	.	.	.	30.025	.	10.775	33.865	.	.	0.030175439	1.309877193	1.920969298	1.231438597	1.261184211	24.70885965
03W	1.42058343	0.023	0.974	0.003	NC236	84	.	.	.	.	166	.	108.2	809.6	.	.	2.2	17.46666667	10.59	81.29	5.7	7	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	300	.	116.8	1042.4	.	.	2.7	24.84	21.72	152.7	21.84	143.34	5.25	.	.	.	.	24.025	.	5.775	30.965	.	.	0.100175439	4.861789472	3.370969298	19.5895614	6.698815789	38.41885965
03W	2.18605128	0.004	0.989	0.007	NC238	89	.	.	.	.	152	.	110.2	849.8	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	326	.	112.2	1014.6	.	.	2.46	27.546	20.134	152.368	29.14	137.66	7.75	.	.	.	.	31.025	.	6.775	10.865	.	.	.	.	.	.	.	.
03W	1.37512106	0.941	0.057	0.002	NC250	76	.	.	.	.	164	.	77.8	677.4	.	.	2.325	22.51	13.202	101.314	14.58	38.46	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	257	.	110.2	897.4	.	.	2.96	26.386	19.552	155.126	28.98	146.26	1.25	.	.	.	.	25.025	.	9.425	97.065	.	.	0.037675439	2.340122807	2.064969298	9.577561403	2.258815789	22.68885965
03W	1.5182219	0.001	0.997	0.002	NC258	78	.	.	.	.	195	.	100.6	935.4	.	.	2.24	27.066	10.814	107.378	18.24	28.52	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	303	.	108	1086.8	.	.	2.7	27.212	21.06	173.978	33.8	187.26	2.25	.	.	.	.	9.525	.	1.975	31.935	.	.	0.080175439	0.062122807	3.258969298	6.545561403	0.428815789	27.65885965
03W	1.28996325	0.005	0.992	0.003	NC260	76	.	.	.	.	217	.	90.8	874.6	.	.	2.325	21.3775	11.5575	133.8625	18.55	22.25	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	295	.	110	971	.	.	2.62	26.566	20.644	171.78	30.66	168.38	1.25	.	.	.	.	1.475	.	2.925	1.535	.	.	0.037675439	2.906372807	2.887219298	6.696688597	0.273815789	30.79385965
03W	1.39759392	0.007	0.991	0.002	NC262	66	.	.	.	.	107	.	91.8	767.6	.	.	3.08	27.206	15.596	109.906	17.3	63.12	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	68	.	.	.	.	277	.	112	920.2	.	.	2.94	29.01	21.298	173.68	32.82	199.26	3.75	.	.	.	.	53.525	.	2.425	51.965	.	.	0.339824561	0.007877193	0.867969298	5.281561403	0.898815789	10.35885965
03W	2.0907411	0.015	0.018	0.967	NC264	76	.	.	.	.	174	.	100.8	888.2	.	.	2.54	23.262	15.81	111.946	14.12	58.54	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	269	.	106.6	1020	.	.	3.06	27.47	22.32	173.162	32.82	194.22	1.25	.	.	.	.	20.025	.	2.075	8.335	.	.	0.069824561	1.964122807	0.760969298	4.261561403	2.488815789	12.64885965
03W	0.11287935	0.999	0.001	1.10E-16	NC292	70	.	.	.	.	172	.	97	750.6	.	.	2.5	26.372	18.186	96.444	17.9	58.94	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	228	.	98.6	856.4	.	.	2.6	25.242	15.968	101.282	14.98	76.6	1.75	.	.	.	.	21.025	.	0.175	60.465	.	.	0.049824561	0.409122807	0.427030702	12.0125614	0.598815789	12.44885965
03W	0.36959919	0.998	0.001	0.001	NC294	76	.	.	.	.	221	.	99.8	703.2	.	.	1.82	18.87	15.416	87.876	9.16	37.92	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	257	.	112.4	795.6	.	.	2.34	26.462	19.236	123.012	19.36	115.34	1.25	.	.	.	.	3.475	.	1.575	84.165	.	.	0.290175439	4.160122807	0.957969298	16.2965614	4.968815789	22.95885965
03W	1.59826461	0.002	0.001	0.997	NC296	82	.	.	.	.	198	.	105	966.2	.	.	2.15	20.34	8.305	127.8	9.95	5.85	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	298	.	106.2	1100.2	.	.	3.06	26.94	22.618	176.292	27.9	172.18	4.25	.	.	.	.	8.025	.	4.175	47.335	.	.	0.125175439	3.425122807	4.513469298	3.665438597	4.573815789	38.99385965
03W	1.65542303	0.002	0.001	0.997	NC296A	82	.	.	.	.	189	.	96.2	954	.	.	2.366666667	22.26	10.46	123.1533333	10.13333333	5.4	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	285	.	111.8	1060	.	.	3.32	29.34	20.17	189.662	32.02	204.24	4.25	.	.	.	.	12.525	.	0.225	41.235	.	.	0.016842105	2.465122807	3.435969298	1.342105247	4.482149124	39.21885965
03W	1.81448772	0.001	0.001	0.998	NC298	80	.	.	.	.	179	.	96.2	640.2	.	.	2.5	18.13333333	14.69666667	116.3666667	10.23333333	32.36666667	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	286	.	116	978.2	.	.	3.24	26.268	20.688	180.336	25.82	186.12	3.25	.	.	.	.	17.525	.	0.225	115.665	.	.	0.049824561	4.528456142	1.317635963	2.051228053	4.432149124	25.73552631
03W	1.78058617	0.002	0.003	0.995	NC300	89	.	.	.	.	205	.	71.6	880.2	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	302	.	108.8	999.6	.	.	3.04	31.136	23.02	176.358	39.06	189.92	7.75	.	.	.	.	4.525	.	12.525	4.335	.	.	.	.	.	.	.	.
03W	1.81448772	0.002	0.003	0.995	NC302	74	.	.	.	.	167	.	84.4	977	.	.	2.28	19.89	12.804	116.692	9.42	28.82	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	294	.	106.6	1005.6	.	.	3.24	26.916	22.656	172.06	29.34	106.86	0.25	.	.	.	.	23.525	.	6.125	52.735	.	.	0.060175439	3.650122807	2.263969298	1.888561403	4.838815789	27.50885965
03W	2.04628933	0.001	0.002	0.997	NC304	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	307	.	113.2	1101.2	.	.	3.2	27.808	23.05	169.938	33.58	184.96	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03W	0.34550164	0.998	0.001	0.001	NC306	76	.	.	.	.	196	.	92	782.6	.	.	2.74	18.964	16.572	96.59	7.78	36.24	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	.	.	.	.	.	242.5	.	94	888.75	.	.	2.1	23.09	20.66	119.69	14.9	62.4	.	.	.	.	.	9.025	.	2.325	44.465	.	.	0.169824561	4.113122807	0.379969298	11.9395614	5.658815789	23.79885965
03W	0.30658623	0.998	0.001	0.001	NC308	74	.	.	.	.	192	.	84.2	799.2	.	.	2.44	20.438	13.524	104.972	11.42	22.1	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	256	.	99.4	884	.	.	2.3	25.766	18.322	129.838	17.72	96.26	0.25	.	.	.	.	11.025	.	6.225	36.165	.	.	0.019824561	3.376122807	1.903969298	7.748561403	3.838815789	30.86885965
03W	0.16450371	0.999	0.001	1.10E-16	NC310	72	.	.	.	.	191	.	95	810.6	.	.	1.8	26.582	12.048	108.558	14.22	59.92	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	72	.	.	.	.	249	.	103.4	946.4	.	.	2.475	26.37	18.5075	119.8225	18	105.925	0.75	.	.	.	.	11.525	.	0.825	30.465	.	.	0.300175439	0.304122807	2.641969298	5.955561403	2.438815789	11.95885965
03W	0.29143442	0.998	0.001	0.001	NC312	76	.	.	.	.	181	.	91.2	791	.	.	2.8	21.882	14.794	107.064	10.88	51.94	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	74	.	.	.	.	250	.	93.2	833.2	.	.	2.76	25.248	18.992	142.538	21.06	114.84	1.25	.	.	.	.	16.525	.	2.725	40.265	.	.	0.199824561	2.654122807	1.268969298	6.702561403	4.108815789	15.94885965
03W	0.60707257	0.998	0.001	0.001	NC314	74	.	.	.	.	171	.	67	704	.	.	2.45	22.985	14.945	128.895	13.4	67.3	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	269	.	99.6	923.8	.	.	2.54	27.37	19.374	146.688	21.9	134.4	0.25	.	.	.	.	21.525	.	14.825	83.765	.	.	0.024824561	2.102622807	1.193469298	4.212938597	2.848815789	8.268859649
03W	1.96290773	0.002	0.032	0.966	NC318	82	.	.	.	.	159	.	96.2	959	.	.	1.88	17.428	12.952	111.244	8.14	23.72	73.5	.	.	.	.	214.05	.	96.65	871.53	.	.	2.400350877	27.19024561	17.3319386	120.4691228	19.09763158	83.8377193	70	.	.	.	.	285	.	100.4	1118.4	.	.	2.76	25.848	21.434	176.54	27.58	187.48	4.25	.	.	.	.	27.525	.	0.225	43.735	.	.	0.260175439	4.881122807	2.189969298	4.612561403	5.478815789	30.05885965
